Time x_x x_y x_z v_x v_y 
0.7612 1.06049 0.159056 0.25 1.66372 1.32971
0.761333 1.06071 0.159233 0.25 1.65964 1.32166
0.761467 1.06093 0.15941 0.25 1.65556 1.31362
0.7616 1.06115 0.159585 0.25 1.65147 1.30559
0.761733 1.06138 0.159759 0.25 1.64738 1.29756
0.761867 1.06159 0.159932 0.25 1.64327 1.28953
0.762 1.06181 0.160104 0.25 1.63917 1.28151
0.762133 1.06203 0.160275 0.25 1.63506 1.27349
0.762267 1.06225 0.160444 0.25 1.63094 1.26548
0.7624 1.06247 0.160613 0.25 1.62682 1.25747
0.762533 1.06268 0.160781 0.25 1.6227 1.24946
0.762667 1.0629 0.160947 0.25 1.61856 1.24146
0.7628 1.06312 0.161113 0.25 1.61443 1.23346
0.762933 1.06333 0.161277 0.25 1.61029 1.22547
0.763067 1.06355 0.161441 0.25 1.60614 1.21748
0.7632 1.06376 0.161603 0.25 1.60199 1.2095
0.763333 1.06397 0.161764 0.25 1.59783 1.20151
0.763467 1.06419 0.161925 0.25 1.59367 1.19354
0.7636 1.0644 0.162084 0.25 1.5895 1.18557
0.763733 1.06461 0.162242 0.25 1.58533 1.1776
0.763867 1.06482 0.162399 0.25 1.58115 1.16964
0.764 1.06503 0.162555 0.25 1.57697 1.16168
0.764133 1.06524 0.16271 0.25 1.57279 1.15372
0.764267 1.06545 0.162863 0.25 1.5686 1.14577
0.7644 1.06566 0.163016 0.25 1.5644 1.13783
0.764533 1.06587 0.163168 0.25 1.5602 1.12989
0.764667 1.06608 0.163319 0.25 1.556 1.12195
0.7648 1.06629 0.163468 0.25 1.55179 1.11402
0.764933 1.06649 0.163617 0.25 1.54757 1.10609
0.765067 1.0667 0.163764 0.25 1.54335 1.09817
0.7652 1.06691 0.163911 0.25 1.53913 1.09025
0.765333 1.06711 0.164056 0.25 1.5349 1.08234
0.765467 1.06732 0.1642 0.25 1.53067 1.07443
0.7656 1.06752 0.164344 0.25 1.52643 1.06652
0.765733 1.06772 0.164486 0.25 1.52219 1.05862
0.765867 1.06793 0.164627 0.25 1.51795 1.05072
0.766 1.06813 0.164767 0.25 1.5137 1.04283
0.766133 1.06833 0.164906 0.25 1.50944 1.03494
0.766267 1.06853 0.165044 0.25 1.50518 1.02706
0.7664 1.06873 0.165181 0.25 1.50092 1.01918
0.766533 1.06893 0.165317 0.25 1.49665 1.01131
0.766667 1.06913 0.165452 0.25 1.49238 1.00344
0.7668 1.06933 0.165586 0.25 1.48811 0.995577
0.766933 1.06953 0.165718 0.25 1.48382 0.987717
0.767067 1.06973 0.16585 0.25 1.47954 0.979862
0.7672 1.06993 0.165981 0.25 1.47525 0.972011
0.767333 1.07012 0.16611 0.25 1.47096 0.964165
0.767467 1.07032 0.166239 0.25 1.46666 0.956324
0.7676 1.07051 0.166366 0.25 1.46236 0.948487
0.767733 1.07071 0.166493 0.25 1.45806 0.940655
0.767867 1.0709 0.166618 0.25 1.45375 0.932827
0.768 1.0711 0.166743 0.25 1.44943 0.925004
0.768133 1.07129 0.166866 0.25 1.44512 0.917186
0.768267 1.07148 0.166988 0.25 1.4408 0.909372
0.7684 1.07168 0.167109 0.25 1.43647 0.901563
0.768533 1.07187 0.16723 0.25 1.43214 0.893759
0.768667 1.07206 0.167349 0.25 1.42781 0.885959
0.7688 1.07225 0.167467 0.25 1.42347 0.878164
0.768933 1.07244 0.167584 0.25 1.41913 0.870373
0.769067 1.07263 0.1677 0.25 1.41479 0.862588
0.7692 1.07282 0.167815 0.25 1.41044 0.854807
0.769333 1.073 0.167929 0.25 1.40609 0.84703
0.769467 1.07319 0.168042 0.25 1.40173 0.839258
0.7696 1.07338 0.168154 0.25 1.39737 0.831491
0.769733 1.07356 0.168265 0.25 1.39301 0.823729
0.769867 1.07375 0.168375 0.25 1.38864 0.815971
0.77 1.07394 0.168483 0.25 1.38427 0.808218
0.770133 1.07412 0.168591 0.25 1.37989 0.80047
0.770267 1.0743 0.168698 0.25 1.37552 0.792726
0.7704 1.07449 0.168804 0.25 1.37113 0.784987
0.770533 1.07467 0.168908 0.25 1.36675 0.777253
0.770667 1.07485 0.169012 0.25 1.36236 0.769523
0.7708 1.07503 0.169114 0.25 1.35797 0.761798
0.770933 1.07521 0.169216 0.25 1.35357 0.754078
0.771067 1.0754 0.169317 0.25 1.34917 0.746363
0.7712 1.07558 0.169416 0.25 1.34477 0.738652
0.771333 1.07575 0.169515 0.25 1.34036 0.730946
0.771467 1.07593 0.169612 0.25 1.33595 0.723244
0.7716 1.07611 0.169708 0.25 1.33154 0.715548
0.771733 1.07629 0.169804 0.25 1.32712 0.707856
0.771867 1.07647 0.169898 0.25 1.3227 0.700168
0.772 1.07664 0.169992 0.25 1.31827 0.692486
0.772133 1.07682 0.170084 0.25 1.31385 0.684808
0.772267 1.07699 0.170175 0.25 1.30942 0.677135
0.7724 1.07717 0.170266 0.25 1.30498 0.669466
0.772533 1.07734 0.170355 0.25 1.30054 0.661802
0.772667 1.07752 0.170443 0.25 1.2961 0.654143
0.7728 1.07769 0.17053 0.25 1.29166 0.646489
0.772933 1.07786 0.170616 0.25 1.28721 0.638839
0.773067 1.07803 0.170702 0.25 1.28276 0.631194
0.7732 1.0782 0.170786 0.25 1.2783 0.623554
0.773333 1.07837 0.170869 0.25 1.27385 0.615918
0.773467 1.07854 0.170951 0.25 1.26939 0.608287
0.7736 1.07871 0.171032 0.25 1.26492 0.600661
0.773733 1.07888 0.171112 0.25 1.26045 0.593039
0.773867 1.07905 0.171191 0.25 1.25598 0.585422
0.774 1.07922 0.171269 0.25 1.25151 0.57781
0.774133 1.07938 0.171346 0.25 1.24703 0.570202
0.774267 1.07955 0.171422 0.25 1.24255 0.5626
0.7744 1.07972 0.171497 0.25 1.23807 0.555001
0.774533 1.07988 0.171571 0.25 1.23358 0.547408
0.774667 1.08005 0.171644 0.25 1.2291 0.539819
0.7748 1.08021 0.171716 0.25 1.2246 0.532235
0.774933 1.08037 0.171787 0.25 1.22011 0.524655
0.775067 1.08053 0.171857 0.25 1.21561 0.51708
0.7752 1.0807 0.171926 0.25 1.21111 0.50951
0.775333 1.08086 0.171994 0.25 1.2066 0.501944
0.775467 1.08102 0.172061 0.25 1.20209 0.494383
0.7756 1.08118 0.172127 0.25 1.19758 0.486827
0.775733 1.08134 0.172192 0.25 1.19307 0.479276
0.775867 1.0815 0.172256 0.25 1.18855 0.471729
0.776 1.08166 0.172319 0.25 1.18403 0.464186
0.776133 1.08181 0.172381 0.25 1.17951 0.456648
0.776267 1.08197 0.172442 0.25 1.17499 0.449115
0.7764 1.08213 0.172501 0.25 1.17046 0.441587
0.776533 1.08228 0.17256 0.25 1.16592 0.434063
0.776667 1.08244 0.172618 0.25 1.16139 0.426544
0.7768 1.0826 0.172675 0.25 1.15685 0.419029
0.776933 1.08275 0.172731 0.25 1.15231 0.411519
0.777067 1.0829 0.172786 0.25 1.14777 0.404014
0.7772 1.08306 0.17284 0.25 1.14322 0.396513
0.777333 1.08321 0.172893 0.25 1.13867 0.389016
0.777467 1.08336 0.172944 0.25 1.13412 0.381525
0.7776 1.08351 0.172995 0.25 1.12957 0.374038
0.777733 1.08366 0.173045 0.25 1.12501 0.366555
0.777867 1.08381 0.173094 0.25 1.12045 0.359077
0.778 1.08396 0.173142 0.25 1.11589 0.351604
0.778133 1.08411 0.173189 0.25 1.11132 0.344135
0.778267 1.08426 0.173235 0.25 1.10675 0.336671
0.7784 1.08441 0.17328 0.25 1.10218 0.329211
0.778533 1.08455 0.173323 0.25 1.09761 0.321756
0.778667 1.0847 0.173366 0.25 1.09303 0.314305
0.7788 1.08484 0.173408 0.25 1.08845 0.306859
0.778933 1.08499 0.173449 0.25 1.08387 0.299418
0.779067 1.08513 0.173489 0.25 1.07928 0.291981
0.7792 1.08528 0.173528 0.25 1.0747 0.284548
0.779333 1.08542 0.173566 0.25 1.07011 0.27712
0.779467 1.08556 0.173603 0.25 1.06551 0.269697
0.7796 1.08571 0.173639 0.25 1.06092 0.262278
0.779733 1.08585 0.173674 0.25 1.05632 0.254863
0.779867 1.08599 0.173708 0.25 1.05172 0.247453
0.78 1.08613 0.173741 0.25 1.04711 0.240048
0.780133 1.08627 0.173773 0.25 1.04251 0.232647
0.780267 1.08641 0.173804 0.25 1.0379 0.22525
0.7804 1.08655 0.173834 0.25 1.03328 0.217858
0.780533 1.08668 0.173863 0.25 1.02867 0.21047
0.780667 1.08682 0.173891 0.25 1.02405 0.203087
0.7808 1.08696 0.173918 0.25 1.01943 0.195708
0.780933 1.08709 0.173944 0.25 1.01481 0.188334
0.781067 1.08723 0.173969 0.25 1.01019 0.180964
0.7812 1.08736 0.173993 0.25 1.00556 0.173599
0.781333 1.0875 0.174017 0.25 1.00093 0.166238
0.781467 1.08763 0.174039 0.25 0.996295 0.158881
0.7816 1.08776 0.17406 0.25 0.991659 0.151529
0.781733 1.0879 0.17408 0.25 0.987021 0.144181
0.781867 1.08803 0.174099 0.25 0.982381 0.136838
0.782 1.08816 0.174118 0.25 0.977738 0.129499
0.782133 1.08829 0.174135 0.25 0.973092 0.122164
0.782267 1.08842 0.174151 0.25 0.968444 0.114834
0.7824 1.08855 0.174166 0.25 0.963794 0.107508
0.782533 1.08868 0.174181 0.25 0.959141 0.100186
0.782667 1.0888 0.174194 0.25 0.954485 0.0928691
0.7828 1.08893 0.174206 0.25 0.949827 0.0855563
0.782933 1.08906 0.174218 0.25 0.945166 0.0782478
0.783067 1.08918 0.174228 0.25 0.940503 0.0709436
0.7832 1.08931 0.174238 0.25 0.935838 0.0636437
0.783333 1.08943 0.174246 0.25 0.931169 0.0563481
0.783467 1.08956 0.174254 0.25 0.926499 0.0490569
0.7836 1.08968 0.17426 0.25 0.921826 0.04177
0.783733 1.08981 0.174266 0.25 0.91715 0.0344873
0.783867 1.08993 0.174271 0.25 0.912472 0.0272089
0.784 1.09005 0.174274 0.25 0.907792 0.0199349
0.784133 1.09017 0.174277 0.25 0.903109 0.0126651
0.784267 1.09029 0.174278 0.25 0.898424 0.00539953
0.7844 1.09041 0.174279 0.25 0.893736 -0.00186176
0.784533 1.09053 0.174279 0.25 0.889046 -0.00911879
0.784667 1.09065 0.174278 0.25 0.884353 -0.0163716
0.7848 1.09077 0.174276 0.25 0.879658 -0.0236201
0.784933 1.09088 0.174272 0.25 0.874961 -0.0308644
0.785067 1.091 0.174268 0.25 0.870261 -0.0381045
0.7852 1.09112 0.174263 0.25 0.865559 -0.0453404
0.785333 1.09123 0.174257 0.25 0.860854 -0.0525721
0.785467 1.09135 0.17425 0.25 0.856147 -0.0597996
0.7856 1.09146 0.174242 0.25 0.851438 -0.0670229
0.785733 1.09157 0.174233 0.25 0.846726 -0.074242
0.785867 1.09169 0.174223 0.25 0.842011 -0.0814569
0.786 1.0918 0.174212 0.25 0.837295 -0.0886677
0.786133 1.09191 0.174201 0.25 0.832576 -0.0958743
0.786267 1.09202 0.174188 0.25 0.827855 -0.103077
0.7864 1.09213 0.174174 0.25 0.823131 -0.110275
0.786533 1.09224 0.174159 0.25 0.818405 -0.117469
0.786667 1.09235 0.174144 0.25 0.813676 -0.124659
0.7868 1.09246 0.174127 0.25 0.808946 -0.131845
0.786933 1.09257 0.17411 0.25 0.804212 -0.139027
0.787067 1.09267 0.174091 0.25 0.799477 -0.146205
0.7872 1.09278 0.174072 0.25 0.794739 -0.153378
0.787333 1.09289 0.174051 0.25 0.789999 -0.160548
0.787467 1.09299 0.17403 0.25 0.785257 -0.167713
0.7876 1.0931 0.174007 0.25 0.780512 -0.174874
0.787733 1.0932 0.173984 0.25 0.775765 -0.182032
0.787867 1.0933 0.17396 0.25 0.771015 -0.189185
0.788 1.09341 0.173935 0.25 0.766263 -0.196334
0.788133 1.09351 0.173908 0.25 0.761509 -0.203479
0.788267 1.09361 0.173881 0.25 0.756753 -0.21062
0.7884 1.09371 0.173853 0.25 0.751994 -0.217757
0.788533 1.09381 0.173824 0.25 0.747233 -0.22489
0.788667 1.09391 0.173794 0.25 0.742469 -0.232019
0.7888 1.09401 0.173763 0.25 0.737704 -0.239144
0.788933 1.09411 0.173731 0.25 0.732936 -0.246265
0.789067 1.09421 0.173698 0.25 0.728166 -0.253382
0.7892 1.0943 0.173665 0.25 0.723393 -0.260495
0.789333 1.0944 0.17363 0.25 0.718618 -0.267604
0.789467 1.0945 0.173594 0.25 0.713841 -0.274709
0.7896 1.09459 0.173558 0.25 0.709061 -0.28181
0.789733 1.09469 0.17352 0.25 0.70428 -0.288907
0.789867 1.09478 0.173482 0.25 0.699496 -0.296
0.79 1.09487 0.173442 0.25 0.694709 -0.303089
0.790133 1.09497 0.173402 0.25 0.689921 -0.310174
0.790267 1.09506 0.17336 0.25 0.68513 -0.317256
0.7904 1.09515 0.173318 0.25 0.680337 -0.324333
0.790533 1.09524 0.173275 0.25 0.675541 -0.331407
0.790667 1.09533 0.173231 0.25 0.670744 -0.338476
0.7908 1.09542 0.173185 0.25 0.665944 -0.345542
0.790933 1.09551 0.173139 0.25 0.661142 -0.352604
0.791067 1.0956 0.173092 0.25 0.656337 -0.359662
0.7912 1.09568 0.173044 0.25 0.65153 -0.366716
0.791333 1.09577 0.172995 0.25 0.646721 -0.373766
0.791467 1.09586 0.172946 0.25 0.64191 -0.380812
0.7916 1.09594 0.172895 0.25 0.637097 -0.387855
0.791733 1.09603 0.172843 0.25 0.632281 -0.394893
0.791867 1.09611 0.172791 0.25 0.627463 -0.401928
0.792 1.0962 0.172737 0.25 0.622642 -0.408959
0.792133 1.09628 0.172682 0.25 0.61782 -0.415986
0.792267 1.09636 0.172627 0.25 0.612995 -0.423009
0.7924 1.09644 0.172571 0.25 0.608168 -0.430029
0.792533 1.09652 0.172513 0.25 0.603339 -0.437044
0.792667 1.0966 0.172455 0.25 0.598507 -0.444056
0.7928 1.09668 0.172396 0.25 0.593673 -0.451064
0.792933 1.09676 0.172336 0.25 0.588837 -0.458068
0.793067 1.09684 0.172274 0.25 0.583999 -0.465069
0.7932 1.09692 0.172212 0.25 0.579159 -0.472066
0.793333 1.097 0.17215 0.25 0.574316 -0.479059
0.793467 1.09707 0.172086 0.25 0.569471 -0.486048
0.7936 1.09715 0.172021 0.25 0.564623 -0.493033
0.793733 1.09722 0.171955 0.25 0.559774 -0.500015
0.793867 1.0973 0.171888 0.25 0.554922 -0.506993
0.794 1.09737 0.171821 0.25 0.550068 -0.513967
0.794133 1.09745 0.171752 0.25 0.545212 -0.520937
0.794267 1.09752 0.171683 0.25 0.540354 -0.527904
0.7944 1.09759 0.171612 0.25 0.535493 -0.534867
0.794533 1.09766 0.171541 0.25 0.53063 -0.541827
0.794667 1.09773 0.171469 0.25 0.525765 -0.548782
0.7948 1.0978 0.171396 0.25 0.520898 -0.555734
0.794933 1.09787 0.171322 0.25 0.516028 -0.562682
0.795067 1.09794 0.171247 0.25 0.511156 -0.569627
0.7952 1.09801 0.171171 0.25 0.506282 -0.576568
0.795333 1.09808 0.171094 0.25 0.501406 -0.583505
0.795467 1.09814 0.171016 0.25 0.496527 -0.590439
0.7956 1.09821 0.170937 0.25 0.491646 -0.597369
0.795733 1.09828 0.170858 0.25 0.486763 -0.604295
0.795867 1.09834 0.170777 0.25 0.481878 -0.611218
0.796 1.0984 0.170696 0.25 0.476991 -0.618137
0.796133 1.09847 0.170613 0.25 0.472101 -0.625052
0.796267 1.09853 0.17053 0.25 0.467209 -0.631964
0.7964 1.09859 0.170446 0.25 0.462315 -0.638872
0.796533 1.09866 0.17036 0.25 0.457418 -0.645776
0.796667 1.09872 0.170274 0.25 0.45252 -0.652677
0.7968 1.09878 0.170187 0.25 0.447619 -0.659574
0.796933 1.09884 0.170099 0.25 0.442716 -0.666468
0.797067 1.0989 0.17001 0.25 0.437811 -0.673358
0.7972 1.09895 0.169921 0.25 0.432903 -0.680244
0.797333 1.09901 0.16983 0.25 0.427993 -0.687127
0.797467 1.09907 0.169738 0.25 0.423081 -0.694007
0.7976 1.09913 0.169646 0.25 0.418167 -0.700882
0.797733 1.09918 0.169552 0.25 0.413251 -0.707755
0.797867 1.09924 0.169458 0.25 0.408332 -0.714623
0.798 1.09929 0.169363 0.25 0.403411 -0.721488
0.798133 1.09934 0.169266 0.25 0.398488 -0.72835
0.798267 1.0994 0.169169 0.25 0.393563 -0.735208
0.7984 1.09945 0.169071 0.25 0.388635 -0.742062
0.798533 1.0995 0.168972 0.25 0.383705 -0.748913
0.798667 1.09955 0.168873 0.25 0.378773 -0.75576
0.7988 1.0996 0.168772 0.25 0.373839 -0.762604
0.798933 1.09965 0.16867 0.25 0.368902 -0.769444
0.799067 1.0997 0.168568 0.25 0.363963 -0.776281
0.7992 1.09975 0.168464 0.25 0.359022 -0.783114
0.799333 1.0998 0.16836 0.25 0.354079 -0.789944
0.799467 1.09985 0.168254 0.25 0.349134 -0.79677
0.7996 1.09989 0.168148 0.25 0.344186 -0.803593
0.799733 1.09994 0.168041 0.25 0.339236 -0.810412
0.799867 1.09998 0.167933 0.25 0.334284 -0.817228
0.8 1.10003 0.167824 0.25 0.32933 -0.82404
0.800133 1.10007 0.167714 0.25 0.324373 -0.830849
0.800267 1.10012 0.167603 0.25 0.319414 -0.837654
0.8004 1.10016 0.167492 0.25 0.314453 -0.844456
0.800533 1.1002 0.167379 0.25 0.30949 -0.851254
0.800667 1.10024 0.167265 0.25 0.304524 -0.858049
0.8008 1.10028 0.167151 0.25 0.299556 -0.86484
0.800933 1.10032 0.167036 0.25 0.294586 -0.871628
0.801067 1.10036 0.166919 0.25 0.289614 -0.878412
0.8012 1.1004 0.166802 0.25 0.284639 -0.885193
0.801333 1.10044 0.166684 0.25 0.279663 -0.891971
0.801467 1.10047 0.166565 0.25 0.274684 -0.898745
0.8016 1.10051 0.166446 0.25 0.269702 -0.905515
0.801733 1.10055 0.166325 0.25 0.264719 -0.912282
0.801867 1.10058 0.166203 0.25 0.259733 -0.919046
0.802 1.10062 0.166081 0.25 0.254745 -0.925806
0.802133 1.10065 0.165957 0.25 0.249755 -0.932563
0.802267 1.10068 0.165833 0.25 0.244763 -0.939316
0.8024 1.10072 0.165708 0.25 0.239768 -0.946066
0.802533 1.10075 0.165582 0.25 0.234771 -0.952813
0.802667 1.10078 0.165454 0.25 0.229772 -0.959556
0.8028 1.10081 0.165327 0.25 0.22477 -0.966295
0.802933 1.10084 0.165198 0.25 0.219767 -0.973031
0.803067 1.10087 0.165068 0.25 0.214761 -0.979764
0.8032 1.1009 0.164937 0.25 0.209753 -0.986493
0.803333 1.10093 0.164806 0.25 0.204742 -0.993219
0.803467 1.10095 0.164673 0.25 0.19973 -0.999942
0.8036 1.10098 0.16454 0.25 0.194715 -1.00666
0.803733 1.10101 0.164406 0.25 0.189698 -1.01338
0.803867 1.10103 0.164271 0.25 0.184678 -1.02009
0.804 1.10106 0.164135 0.25 0.179657 -1.0268
0.804133 1.10108 0.163998 0.25 0.174633 -1.0335
0.804267 1.1011 0.16386 0.25 0.169607 -1.0402
0.8044 1.10113 0.163721 0.25 0.164578 -1.0469
0.804533 1.10115 0.163582 0.25 0.159548 -1.0536
0.804667 1.10117 0.163441 0.25 0.154515 -1.06029
0.8048 1.10119 0.1633 0.25 0.14948 -1.06698
0.804933 1.10121 0.163158 0.25 0.144442 -1.07366
0.805067 1.10123 0.163014 0.25 0.139403 -1.08034
0.8052 1.10125 0.16287 0.25 0.134361 -1.08702
0.805333 1.10127 0.162725 0.25 0.129317 -1.0937
0.805467 1.10128 0.16258 0.25 0.12427 -1.10037
0.8056 1.1013 0.162433 0.25 0.119222 -1.10704
0.805733 1.10132 0.162285 0.25 0.114171 -1.1137
0.805867 1.10133 0.162137 0.25 0.109118 -1.12036
0.806 1.10135 0.161987 0.25 0.104062 -1.12702
0.806133 1.10136 0.161837 0.25 0.0990049 -1.13367
0.806267 1.10137 0.161686 0.25 0.093945 -1.14032
0.8064 1.10139 0.161534 0.25 0.0888829 -1.14697
0.806533 1.1014 0.161381 0.25 0.0838185 -1.15362
0.806667 1.10141 0.161227 0.25 0.0787519 -1.16026
0.8068 1.10142 0.161072 0.25 0.073683 -1.16689
0.806933 1.10143 0.160917 0.25 0.0686119 -1.17353
0.807067 1.10144 0.16076 0.25 0.0635385 -1.18016
0.8072 1.10145 0.160603 0.25 0.0584628 -1.18678
0.807333 1.10145 0.160445 0.25 0.053385 -1.19341
0.807467 1.10146 0.160286 0.25 0.0483048 -1.20003
0.8076 1.10147 0.160126 0.25 0.0432224 -1.20664
0.807733 1.10147 0.159965 0.25 0.0381378 -1.21326
0.807867 1.10148 0.159803 0.25 0.0330509 -1.21987
0.808 1.10148 0.15964 0.25 0.0279618 -1.22647
0.808133 1.10149 0.159477 0.25 0.0228704 -1.23308
0.808267 1.10149 0.159312 0.25 0.0177768 -1.23967
0.8084 1.10149 0.159147 0.25 0.0126809 -1.24627
0.808533 1.10149 0.158981 0.25 0.00758274 -1.25286
0.808667 1.10149 0.158814 0.25 0.00248236 -1.25945
0.8088 1.10149 0.158646 0.25 -0.00262027 -1.26604
0.808933 1.10149 0.158477 0.25 -0.00772515 -1.27262
0.809067 1.10149 0.158308 0.25 -0.0128323 -1.2792
0.8092 1.10149 0.158137 0.25 -0.0179416 -1.28577
0.809333 1.10149 0.157966 0.25 -0.0230533 -1.29234
0.809467 1.10149 0.157793 0.25 -0.0281671 -1.29891
0.8096 1.10148 0.15762 0.25 -0.0332832 -1.30548
0.809733 1.10148 0.157446 0.25 -0.0384016 -1.31204
0.809867 1.10147 0.157271 0.25 -0.0435222 -1.3186
0.81 1.10147 0.157095 0.25 -0.048645 -1.32515
0.810133 1.10146 0.156919 0.25 -0.0537701 -1.3317
0.810267 1.10145 0.156741 0.25 -0.0588974 -1.33825
0.8104 1.10145 0.156563 0.25 -0.0640269 -1.34479
0.810533 1.10144 0.156383 0.25 -0.0691587 -1.35133
0.810667 1.10143 0.156203 0.25 -0.0742927 -1.35787
0.8108 1.10142 0.156022 0.25 -0.079429 -1.3644
0.810933 1.10141 0.15584 0.25 -0.0845674 -1.37093
0.811067 1.1014 0.155657 0.25 -0.0897082 -1.37746
0.8112 1.10138 0.155474 0.25 -0.0948511 -1.38398
0.811333 1.10137 0.155289 0.25 -0.0999963 -1.3905
0.811467 1.10136 0.155104 0.25 -0.105144 -1.39701
0.8116 1.10134 0.154917 0.25 -0.110293 -1.40353
0.811733 1.10133 0.15473 0.25 -0.115445 -1.41003
0.811867 1.10131 0.154542 0.25 -0.120599 -1.41654
0.812 1.1013 0.154353 0.25 -0.125756 -1.42304
0.812133 1.10128 0.154164 0.25 -0.130914 -1.42954
0.812267 1.10126 0.153973 0.25 -0.136075 -1.43603
0.8124 1.10125 0.153782 0.25 -0.141238 -1.44252
0.812533 1.10123 0.153589 0.25 -0.146403 -1.44901
0.812667 1.10121 0.153396 0.25 -0.15157 -1.45549
0.8128 1.10119 0.153202 0.25 -0.15674 -1.46197
0.812933 1.10117 0.153007 0.25 -0.161912 -1.46845
0.813067 1.10114 0.152811 0.25 -0.167086 -1.47492
0.8132 1.10112 0.152615 0.25 -0.172262 -1.48139
0.813333 1.1011 0.152417 0.25 -0.17744 -1.48785
0.813467 1.10108 0.152219 0.25 -0.182621 -1.49431
0.8136 1.10105 0.15202 0.25 -0.187804 -1.50077
0.813733 1.10103 0.151819 0.25 -0.192989 -1.50722
0.813867 1.101 0.151618 0.25 -0.198176 -1.51367
0.814 1.10097 0.151417 0.25 -0.203365 -1.52012
0.814133 1.10095 0.151214 0.25 -0.208557 -1.52656
0.814267 1.10092 0.15101 0.25 -0.21375 -1.533
0.8144 1.10089 0.150806 0.25 -0.218946 -1.53943
0.814533 1.10086 0.150601 0.25 -0.224144 -1.54587
0.814667 1.10083 0.150395 0.25 -0.229344 -1.55229
0.8148 1.1008 0.150188 0.25 -0.234547 -1.55872
0.814933 1.10077 0.14998 0.25 -0.239751 -1.56514
0.815067 1.10074 0.149771 0.25 -0.244958 -1.57155
0.8152 1.10071 0.149562 0.25 -0.250167 -1.57796
0.815333 1.10067 0.149351 0.25 -0.255378 -1.58437
0.815467 1.10064 0.14914 0.25 -0.260591 -1.59078
0.8156 1.1006 0.148928 0.25 -0.265806 -1.59718
0.815733 1.10057 0.148715 0.25 -0.271024 -1.60357
0.815867 1.10053 0.148501 0.25 -0.276243 -1.60997
0.816 1.10049 0.148286 0.25 -0.281465 -1.61636
0.816133 1.10046 0.148071 0.25 -0.286689 -1.62274
0.816267 1.10042 0.147855 0.25 -0.291915 -1.62912
0.8164 1.10038 0.147637 0.25 -0.297143 -1.6355
0.816533 1.10034 0.147419 0.25 -0.302373 -1.64187
0.816667 1.1003 0.1472 0.25 -0.307605 -1.64824
0.8168 1.10026 0.146981 0.25 -0.31284 -1.65461
0.816933 1.10022 0.14676 0.25 -0.318076 -1.66097
0.817067 1.10017 0.146539 0.25 -0.323315 -1.66732
0.8172 1.10013 0.146316 0.25 -0.328555 -1.67368
0.817333 1.10009 0.146093 0.25 -0.333798 -1.68003
0.817467 1.10004 0.145869 0.25 -0.339043 -1.68637
0.8176 1.1 0.145644 0.25 -0.34429 -1.69271
0.817733 1.09995 0.145418 0.25 -0.349539 -1.69905
0.817867 1.09991 0.145192 0.25 -0.35479 -1.70538
0.818 1.09986 0.144965 0.25 -0.360043 -1.71171
0.818133 1.09981 0.144736 0.25 -0.365298 -1.71803
0.818267 1.09976 0.144507 0.25 -0.370555 -1.72435
0.8184 1.09971 0.144277 0.25 -0.375814 -1.73067
0.818533 1.09966 0.144047 0.25 -0.381075 -1.73698
0.818667 1.09961 0.143815 0.25 -0.386339 -1.74329
0.8188 1.09956 0.143583 0.25 -0.391604 -1.74959
0.818933 1.09951 0.143349 0.25 -0.396871 -1.75589
0.819067 1.09945 0.143115 0.25 -0.40214 -1.76218
0.8192 1.0994 0.14288 0.25 -0.407412 -1.76848
0.819333 1.09935 0.142644 0.25 -0.412685 -1.77476
0.819467 1.09929 0.142408 0.25 -0.41796 -1.78104
0.8196 1.09924 0.14217 0.25 -0.423237 -1.78732
0.819733 1.09918 0.141932 0.25 -0.428516 -1.79359
0.819867 1.09912 0.141693 0.25 -0.433797 -1.79986
0.82 1.09906 0.141453 0.25 -0.43908 -1.80613
0.820133 1.09901 0.141212 0.25 -0.444365 -1.81238
0.820267 1.09895 0.14097 0.25 -0.449652 -1.81864
0.8204 1.09889 0.140728 0.25 -0.454941 -1.82489
0.820533 1.09883 0.140485 0.25 -0.460232 -1.83114
0.820667 1.09876 0.14024 0.25 -0.465524 -1.83738
0.8208 1.0987 0.139995 0.25 -0.470819 -1.84362
0.820933 1.09864 0.13975 0.25 -0.476115 -1.84985
0.821067 1.09858 0.139503 0.25 -0.481413 -1.85608
0.8212 1.09851 0.139256 0.25 -0.486714 -1.8623
0.821333 1.09845 0.139007 0.25 -0.492016 -1.86852
0.821467 1.09838 0.138758 0.25 -0.497319 -1.87473
0.8216 1.09832 0.138508 0.25 -0.502625 -1.88094
0.821733 1.09825 0.138257 0.25 -0.507933 -1.88714
0.821867 1.09818 0.138006 0.25 -0.513242 -1.89334
0.822 1.09811 0.137753 0.25 -0.518553 -1.89954
0.822133 1.09804 0.1375 0.25 -0.523866 -1.90573
0.822267 1.09797 0.137246 0.25 -0.529181 -1.91191
0.8224 1.0979 0.136991 0.25 -0.534497 -1.91809
0.822533 1.09783 0.136735 0.25 -0.539815 -1.92427
0.822667 1.09776 0.136479 0.25 -0.545135 -1.93044
0.8228 1.09769 0.136221 0.25 -0.550457 -1.9366
0.822933 1.09761 0.135963 0.25 -0.55578 -1.94276
0.823067 1.09754 0.135704 0.25 -0.561106 -1.94892
0.8232 1.09746 0.135444 0.25 -0.566432 -1.95507
0.823333 1.09739 0.135183 0.25 -0.571761 -1.96122
