Time x_x x_y x_z v_x v_y 
0.000133333 1 -0.7 0.25 -0.000750997 0.00241159
0.000266667 1 -0.7 0.25 -0.00150179 0.00482254
0.0004 1 -0.699999 0.25 -0.00225239 0.00723284
0.000533333 0.999999 -0.699998 0.25 -0.00300278 0.00964251
0.000666667 0.999999 -0.699997 0.25 -0.00375298 0.0120515
0.0008 0.999998 -0.699995 0.25 -0.00450297 0.0144599
0.000933333 0.999998 -0.699993 0.25 -0.00525276 0.0168677
0.00106667 0.999997 -0.699991 0.25 -0.00600235 0.0192748
0.0012 0.999996 -0.699988 0.25 -0.00675174 0.0216814
0.00133333 0.999995 -0.699986 0.25 -0.00750093 0.0240872
0.00146667 0.999994 -0.699982 0.25 -0.00824991 0.0264925
0.0016 0.999993 -0.699979 0.25 -0.00899869 0.0288971
0.00173333 0.999992 -0.699975 0.25 -0.00974727 0.0313011
0.00186667 0.999991 -0.699971 0.25 -0.0104956 0.0337045
0.002 0.999989 -0.699966 0.25 -0.0112438 0.0361073
0.00213333 0.999988 -0.699961 0.25 -0.0119918 0.0385095
0.00226667 0.999986 -0.699956 0.25 -0.0127396 0.040911
0.0024 0.999985 -0.699951 0.25 -0.0134871 0.0433119
0.00253333 0.999983 -0.699945 0.25 -0.0142345 0.0457123
0.00266667 0.999981 -0.699939 0.25 -0.0149816 0.048112
0.0028 0.999979 -0.699933 0.25 -0.0157286 0.0505111
0.00293333 0.999977 -0.699926 0.25 -0.0164754 0.0529096
0.00306667 0.999975 -0.699919 0.25 -0.0172219 0.0553075
0.0032 0.999972 -0.699911 0.25 -0.0179682 0.0577048
0.00333333 0.99997 -0.699904 0.25 -0.0187144 0.0601014
0.00346667 0.999968 -0.699896 0.25 -0.0194603 0.0624975
0.0036 0.999965 -0.699887 0.25 -0.020206 0.064893
0.00373333 0.999962 -0.699879 0.25 -0.0209516 0.0672879
0.00386667 0.999959 -0.69987 0.25 -0.0216969 0.0696823
0.004 0.999957 -0.69986 0.25 -0.022442 0.072076
0.00413333 0.999954 -0.699851 0.25 -0.0231869 0.0744691
0.00426667 0.99995 -0.699841 0.25 -0.0239316 0.0768617
0.0044 0.999947 -0.699831 0.25 -0.0246761 0.0792536
0.00453333 0.999944 -0.69982 0.25 -0.0254204 0.081645
0.00466667 0.999941 -0.699809 0.25 -0.0261645 0.0840358
0.0048 0.999937 -0.699798 0.25 -0.0269083 0.086426
0.00493333 0.999934 -0.699786 0.25 -0.027652 0.0888156
0.00506667 0.99993 -0.699775 0.25 -0.0283955 0.0912047
0.0052 0.999926 -0.699762 0.25 -0.0291387 0.0935932
0.00533333 0.999922 -0.69975 0.25 -0.0298818 0.0959811
0.00546667 0.999918 -0.699737 0.25 -0.0306246 0.0983684
0.0056 0.999914 -0.699724 0.25 -0.0313673 0.100755
0.00573333 0.99991 -0.699711 0.25 -0.0321097 0.103141
0.00586667 0.999906 -0.699697 0.25 -0.0328519 0.105527
0.006 0.999901 -0.699683 0.25 -0.0335939 0.107912
0.00613333 0.999897 -0.699668 0.25 -0.0343357 0.110297
0.00626667 0.999892 -0.699654 0.25 -0.0350773 0.112681
0.0064 0.999888 -0.699639 0.25 -0.0358187 0.115064
0.00653333 0.999883 -0.699623 0.25 -0.0365599 0.117447
0.00666667 0.999878 -0.699608 0.25 -0.0373009 0.119829
0.0068 0.999873 -0.699592 0.25 -0.0380416 0.122211
0.00693333 0.999868 -0.699575 0.25 -0.0387822 0.124592
0.00706667 0.999863 -0.699559 0.25 -0.0395225 0.126973
0.0072 0.999857 -0.699542 0.25 -0.0402627 0.129353
0.00733333 0.999852 -0.699525 0.25 -0.0410026 0.131732
0.00746667 0.999847 -0.699507 0.25 -0.0417423 0.134111
0.0076 0.999841 -0.699489 0.25 -0.0424818 0.13649
0.00773333 0.999835 -0.699471 0.25 -0.0432211 0.138868
0.00786667 0.99983 -0.699453 0.25 -0.0439602 0.141245
0.008 0.999824 -0.699434 0.25 -0.0446991 0.143622
0.00813333 0.999818 -0.699415 0.25 -0.0454377 0.145998
0.00826667 0.999812 -0.699395 0.25 -0.0461762 0.148374
0.0084 0.999806 -0.699375 0.25 -0.0469144 0.150749
0.00853333 0.999799 -0.699355 0.25 -0.0476524 0.153124
0.00866667 0.999793 -0.699335 0.25 -0.0483903 0.155498
0.0088 0.999786 -0.699314 0.25 -0.0491279 0.157872
0.00893333 0.99978 -0.699293 0.25 -0.0498653 0.160245
0.00906667 0.999773 -0.699272 0.25 -0.0506024 0.162617
0.0092 0.999767 -0.69925 0.25 -0.0513394 0.164989
0.00933333 0.99976 -0.699228 0.25 -0.0520762 0.167361
0.00946667 0.999753 -0.699206 0.25 -0.0528127 0.169732
0.0096 0.999746 -0.699183 0.25 -0.0535491 0.172102
0.00973333 0.999739 -0.69916 0.25 -0.0542852 0.174472
0.00986667 0.999731 -0.699137 0.25 -0.0550211 0.176842
0.01 0.999724 -0.699113 0.25 -0.0557568 0.179211
0.0101333 0.999717 -0.699089 0.25 -0.0564923 0.181579
0.0102667 0.999709 -0.699065 0.25 -0.0572275 0.183947
0.0104 0.999701 -0.699041 0.25 -0.0579626 0.186315
0.0105333 0.999694 -0.699016 0.25 -0.0586974 0.188682
0.0106667 0.999686 -0.698991 0.25 -0.0594321 0.191048
0.0108 0.999678 -0.698965 0.25 -0.0601665 0.193414
0.0109333 0.99967 -0.698939 0.25 -0.0609007 0.19578
0.0110667 0.999662 -0.698913 0.25 -0.0616347 0.198145
0.0112 0.999654 -0.698887 0.25 -0.0623684 0.200509
0.0113333 0.999645 -0.69886 0.25 -0.063102 0.202873
0.0114667 0.999637 -0.698833 0.25 -0.0638353 0.205236
0.0116 0.999628 -0.698806 0.25 -0.0645685 0.207599
0.0117333 0.99962 -0.698778 0.25 -0.0653014 0.209962
0.0118667 0.999611 -0.69875 0.25 -0.0660341 0.212324
0.012 0.999602 -0.698722 0.25 -0.0667666 0.214686
0.0121333 0.999593 -0.698693 0.25 -0.0674988 0.217047
0.0122667 0.999584 -0.698664 0.25 -0.0682309 0.219407
0.0124 0.999575 -0.698635 0.25 -0.0689627 0.221767
0.0125333 0.999566 -0.698605 0.25 -0.0696943 0.224127
0.0126667 0.999557 -0.698575 0.25 -0.0704257 0.226486
0.0128 0.999547 -0.698545 0.25 -0.0711569 0.228845
0.0129333 0.999538 -0.698515 0.25 -0.0718879 0.231203
0.0130667 0.999528 -0.698484 0.25 -0.0726186 0.233561
0.0132 0.999519 -0.698453 0.25 -0.0733491 0.235918
0.0133333 0.999509 -0.698421 0.25 -0.0740795 0.238275
0.0134667 0.999499 -0.698389 0.25 -0.0748096 0.240631
0.0136 0.999489 -0.698357 0.25 -0.0755394 0.242987
0.0137333 0.999479 -0.698325 0.25 -0.0762691 0.245342
0.0138667 0.999469 -0.698292 0.25 -0.0769985 0.247697
0.014 0.999458 -0.698259 0.25 -0.0777278 0.250052
0.0141333 0.999448 -0.698226 0.25 -0.0784568 0.252406
0.0142667 0.999438 -0.698192 0.25 -0.0791856 0.254759
0.0144 0.999427 -0.698158 0.25 -0.0799141 0.257112
0.0145333 0.999416 -0.698124 0.25 -0.0806425 0.259465
0.0146667 0.999406 -0.698089 0.25 -0.0813706 0.261817
0.0148 0.999395 -0.698054 0.25 -0.0820985 0.264169
0.0149333 0.999384 -0.698019 0.25 -0.0828262 0.26652
0.0150667 0.999373 -0.697984 0.25 -0.0835537 0.268871
0.0152 0.999362 -0.697948 0.25 -0.0842809 0.271222
0.0153333 0.99935 -0.697912 0.25 -0.085008 0.273572
0.0154667 0.999339 -0.697875 0.25 -0.0857348 0.275921
0.0156 0.999328 -0.697838 0.25 -0.0864614 0.27827
0.0157333 0.999316 -0.697801 0.25 -0.0871878 0.280619
0.0158667 0.999304 -0.697764 0.25 -0.0879139 0.282967
0.016 0.999293 -0.697726 0.25 -0.0886398 0.285315
0.0161333 0.999281 -0.697688 0.25 -0.0893656 0.287662
0.0162667 0.999269 -0.69765 0.25 -0.090091 0.290009
0.0164 0.999257 -0.697611 0.25 -0.0908163 0.292356
0.0165333 0.999245 -0.697572 0.25 -0.0915414 0.294702
0.0166667 0.999233 -0.697533 0.25 -0.0922662 0.297048
0.0168 0.99922 -0.697493 0.25 -0.0929908 0.299393
0.0169333 0.999208 -0.697453 0.25 -0.0937152 0.301738
0.0170667 0.999195 -0.697413 0.25 -0.0944393 0.304082
0.0172 0.999183 -0.697373 0.25 -0.0951632 0.306426
0.0173333 0.99917 -0.697332 0.25 -0.095887 0.30877
0.0174667 0.999157 -0.697291 0.25 -0.0966105 0.311113
0.0176 0.999145 -0.697249 0.25 -0.0973337 0.313456
0.0177333 0.999132 -0.697207 0.25 -0.0980568 0.315798
0.0178667 0.999118 -0.697165 0.25 -0.0987796 0.31814
0.018 0.999105 -0.697123 0.25 -0.0995022 0.320482
0.0181333 0.999092 -0.69708 0.25 -0.100225 0.322823
0.0182667 0.999079 -0.697037 0.25 -0.100947 0.325164
0.0184 0.999065 -0.696994 0.25 -0.101669 0.327504
0.0185333 0.999052 -0.69695 0.25 -0.10239 0.329844
0.0186667 0.999038 -0.696906 0.25 -0.103112 0.332184
0.0188 0.999024 -0.696862 0.25 -0.103833 0.334523
0.0189333 0.99901 -0.696817 0.25 -0.104554 0.336862
0.0190667 0.998996 -0.696772 0.25 -0.105275 0.3392
0.0192 0.998982 -0.696727 0.25 -0.105995 0.341538
0.0193333 0.998968 -0.696681 0.25 -0.106716 0.343876
0.0194667 0.998954 -0.696636 0.25 -0.107436 0.346213
0.0196 0.99894 -0.696589 0.25 -0.108156 0.34855
0.0197333 0.998925 -0.696543 0.25 -0.108876 0.350886
0.0198667 0.998911 -0.696496 0.25 -0.109595 0.353222
0.02 0.998896 -0.696449 0.25 -0.110314 0.355558
0.0201333 0.998882 -0.696402 0.25 -0.111033 0.357893
0.0202667 0.998867 -0.696354 0.25 -0.111752 0.360228
0.0204 0.998852 -0.696306 0.25 -0.11247 0.362563
0.0205333 0.998837 -0.696258 0.25 -0.113189 0.364897
0.0206667 0.998822 -0.696209 0.25 -0.113907 0.367231
0.0208 0.998807 -0.69616 0.25 -0.114625 0.369564
0.0209333 0.998791 -0.696111 0.25 -0.115342 0.371897
0.0210667 0.998776 -0.696061 0.25 -0.11606 0.37423
0.0212 0.99876 -0.696011 0.25 -0.116777 0.376562
0.0213333 0.998745 -0.695961 0.25 -0.117494 0.378894
0.0214667 0.998729 -0.69591 0.25 -0.118211 0.381226
0.0216 0.998713 -0.69586 0.25 -0.118927 0.383557
0.0217333 0.998698 -0.695808 0.25 -0.119643 0.385888
0.0218667 0.998682 -0.695757 0.25 -0.120359 0.388219
0.022 0.998666 -0.695705 0.25 -0.121075 0.390549
0.0221333 0.998649 -0.695653 0.25 -0.121791 0.392879
0.0222667 0.998633 -0.695601 0.25 -0.122506 0.395208
0.0224 0.998617 -0.695548 0.25 -0.123221 0.397538
0.0225333 0.9986 -0.695495 0.25 -0.123936 0.399866
0.0226667 0.998584 -0.695442 0.25 -0.124651 0.402195
0.0228 0.998567 -0.695388 0.25 -0.125365 0.404523
0.0229333 0.998551 -0.695334 0.25 -0.126079 0.406851
0.0230667 0.998534 -0.69528 0.25 -0.126793 0.409178
0.0232 0.998517 -0.695225 0.25 -0.127507 0.411505
0.0233333 0.9985 -0.695171 0.25 -0.128221 0.413832
0.0234667 0.998483 -0.695115 0.25 -0.128934 0.416159
0.0236 0.998466 -0.69506 0.25 -0.129647 0.418485
0.0237333 0.998448 -0.695004 0.25 -0.13036 0.420811
0.0238667 0.998431 -0.694948 0.25 -0.131072 0.423136
0.024 0.998413 -0.694892 0.25 -0.131785 0.425461
0.0241333 0.998396 -0.694835 0.25 -0.132497 0.427786
0.0242667 0.998378 -0.694778 0.25 -0.133209 0.43011
0.0244 0.99836 -0.69472 0.25 -0.13392 0.432435
0.0245333 0.998343 -0.694663 0.25 -0.134632 0.434759
0.0246667 0.998325 -0.694605 0.25 -0.135343 0.437082
0.0248 0.998307 -0.694547 0.25 -0.136054 0.439405
0.0249333 0.998288 -0.694488 0.25 -0.136765 0.441728
0.0250667 0.99827 -0.694429 0.25 -0.137475 0.444051
0.0252 0.998252 -0.69437 0.25 -0.138185 0.446373
0.0253333 0.998233 -0.69431 0.25 -0.138895 0.448695
0.0254667 0.998215 -0.69425 0.25 -0.139605 0.451017
0.0256 0.998196 -0.69419 0.25 -0.140315 0.453338
0.0257333 0.998178 -0.69413 0.25 -0.141024 0.455659
0.0258667 0.998159 -0.694069 0.25 -0.141733 0.45798
0.026 0.99814 -0.694008 0.25 -0.142442 0.4603
0.0261333 0.998121 -0.693947 0.25 -0.14315 0.462621
0.0262667 0.998102 -0.693885 0.25 -0.143859 0.46494
0.0264 0.998083 -0.693823 0.25 -0.144567 0.46726
0.0265333 0.998063 -0.693761 0.25 -0.145275 0.469579
0.0266667 0.998044 -0.693698 0.25 -0.145983 0.471898
0.0268 0.998024 -0.693635 0.25 -0.14669 0.474217
0.0269333 0.998005 -0.693572 0.25 -0.147397 0.476535
0.0270667 0.997985 -0.693508 0.25 -0.148104 0.478853
0.0272 0.997966 -0.693445 0.25 -0.148811 0.481171
0.0273333 0.997946 -0.69338 0.25 -0.149517 0.483489
0.0274667 0.997926 -0.693316 0.25 -0.150224 0.485806
0.0276 0.997906 -0.693251 0.25 -0.15093 0.488123
0.0277333 0.997886 -0.693186 0.25 -0.151635 0.49044
0.0278667 0.997865 -0.693121 0.25 -0.152341 0.492756
0.028 0.997845 -0.693055 0.25 -0.153046 0.495072
0.0281333 0.997825 -0.692989 0.25 -0.153751 0.497388
0.0282667 0.997804 -0.692923 0.25 -0.154456 0.499704
0.0284 0.997784 -0.692856 0.25 -0.155161 0.502019
0.0285333 0.997763 -0.692789 0.25 -0.155865 0.504334
0.0286667 0.997742 -0.692722 0.25 -0.156569 0.506649
0.0288 0.997721 -0.692654 0.25 -0.157273 0.508964
0.0289333 0.9977 -0.692586 0.25 -0.157977 0.511278
0.0290667 0.997679 -0.692518 0.25 -0.15868 0.513592
0.0292 0.997658 -0.69245 0.25 -0.159383 0.515906
0.0293333 0.997637 -0.692381 0.25 -0.160086 0.518219
0.0294667 0.997615 -0.692312 0.25 -0.160789 0.520533
0.0296 0.997594 -0.692243 0.25 -0.161491 0.522846
0.0297333 0.997572 -0.692173 0.25 -0.162193 0.525159
0.0298667 0.997551 -0.692103 0.25 -0.162895 0.527471
0.03 0.997529 -0.692032 0.25 -0.163597 0.529783
0.0301333 0.997507 -0.691962 0.25 -0.164298 0.532095
0.0302667 0.997485 -0.691891 0.25 -0.165 0.534407
0.0304 0.997463 -0.69182 0.25 -0.165701 0.536719
0.0305333 0.997441 -0.691748 0.25 -0.166401 0.53903
0.0306667 0.997419 -0.691676 0.25 -0.167102 0.541341
0.0308 0.997397 -0.691604 0.25 -0.167802 0.543652
0.0309333 0.997374 -0.691532 0.25 -0.168502 0.545963
0.0310667 0.997352 -0.691459 0.25 -0.169202 0.548273
0.0312 0.997329 -0.691386 0.25 -0.169901 0.550583
0.0313333 0.997307 -0.691312 0.25 -0.170601 0.552893
0.0314667 0.997284 -0.691239 0.25 -0.1713 0.555203
0.0316 0.997261 -0.691164 0.25 -0.171999 0.557512
0.0317333 0.997238 -0.69109 0.25 -0.172697 0.559821
0.0318667 0.997215 -0.691016 0.25 -0.173395 0.56213
0.032 0.997192 -0.690941 0.25 -0.174093 0.564439
0.0321333 0.997169 -0.690865 0.25 -0.174791 0.566748
0.0322667 0.997146 -0.69079 0.25 -0.175489 0.569056
0.0324 0.997122 -0.690714 0.25 -0.176186 0.571364
0.0325333 0.997099 -0.690638 0.25 -0.176883 0.573672
0.0326667 0.997075 -0.690561 0.25 -0.17758 0.57598
0.0328 0.997051 -0.690484 0.25 -0.178277 0.578287
0.0329333 0.997028 -0.690407 0.25 -0.178973 0.580595
0.0330667 0.997004 -0.69033 0.25 -0.179669 0.582902
0.0332 0.99698 -0.690252 0.25 -0.180365 0.585209
0.0333333 0.996956 -0.690174 0.25 -0.181061 0.587515
0.0334667 0.996932 -0.690096 0.25 -0.181756 0.589822
0.0336 0.996907 -0.690017 0.25 -0.182451 0.592128
0.0337333 0.996883 -0.689938 0.25 -0.183146 0.594434
0.0338667 0.996859 -0.689859 0.25 -0.183841 0.59674
0.034 0.996834 -0.689779 0.25 -0.184535 0.599046
0.0341333 0.99681 -0.6897 0.25 -0.185229 0.601351
0.0342667 0.996785 -0.689619 0.25 -0.185923 0.603656
0.0344 0.99676 -0.689539 0.25 -0.186617 0.605962
0.0345333 0.996735 -0.689458 0.25 -0.18731 0.608266
0.0346667 0.99671 -0.689377 0.25 -0.188003 0.610571
0.0348 0.996685 -0.689296 0.25 -0.188696 0.612876
0.0349333 0.99666 -0.689214 0.25 -0.189389 0.61518
0.0350667 0.996635 -0.689132 0.25 -0.190081 0.617484
0.0352 0.996609 -0.689049 0.25 -0.190773 0.619788
0.0353333 0.996584 -0.688967 0.25 -0.191465 0.622092
0.0354667 0.996558 -0.688884 0.25 -0.192157 0.624396
0.0356 0.996533 -0.688801 0.25 -0.192848 0.626699
0.0357333 0.996507 -0.688717 0.25 -0.193539 0.629003
0.0358667 0.996481 -0.688633 0.25 -0.19423 0.631306
0.036 0.996455 -0.688549 0.25 -0.194921 0.633609
0.0361333 0.996429 -0.688465 0.25 -0.195611 0.635912
0.0362667 0.996403 -0.68838 0.25 -0.196301 0.638214
0.0364 0.996377 -0.688295 0.25 -0.196991 0.640517
0.0365333 0.996351 -0.688209 0.25 -0.197681 0.642819
0.0366667 0.996325 -0.688124 0.25 -0.19837 0.645122
0.0368 0.996298 -0.688038 0.25 -0.199059 0.647424
0.0369333 0.996272 -0.687951 0.25 -0.199748 0.649725
0.0370667 0.996245 -0.687865 0.25 -0.200437 0.652027
0.0372 0.996218 -0.687778 0.25 -0.201125 0.654329
0.0373333 0.996191 -0.68769 0.25 -0.201813 0.65663
0.0374667 0.996164 -0.687603 0.25 -0.202501 0.658931
0.0376 0.996137 -0.687515 0.25 -0.203189 0.661233
0.0377333 0.99611 -0.687427 0.25 -0.203876 0.663534
0.0378667 0.996083 -0.687338 0.25 -0.204563 0.665834
0.038 0.996056 -0.68725 0.25 -0.20525 0.668135
0.0381333 0.996029 -0.68716 0.25 -0.205937 0.670436
0.0382667 0.996001 -0.687071 0.25 -0.206623 0.672736
0.0384 0.995974 -0.686981 0.25 -0.207309 0.675037
0.0385333 0.995946 -0.686891 0.25 -0.207995 0.677337
0.0386667 0.995918 -0.686801 0.25 -0.20868 0.679637
0.0388 0.99589 -0.68671 0.25 -0.209366 0.681937
0.0389333 0.995862 -0.68662 0.25 -0.210051 0.684236
0.0390667 0.995834 -0.686528 0.25 -0.210736 0.686536
0.0392 0.995806 -0.686437 0.25 -0.21142 0.688836
0.0393333 0.995778 -0.686345 0.25 -0.212104 0.691135
0.0394667 0.99575 -0.686253 0.25 -0.212788 0.693434
0.0396 0.995721 -0.68616 0.25 -0.213472 0.695734
0.0397333 0.995693 -0.686068 0.25 -0.214156 0.698033
0.0398667 0.995664 -0.685974 0.25 -0.214839 0.700332
0.04 0.995636 -0.685881 0.25 -0.215522 0.70263
0.0401333 0.995607 -0.685787 0.25 -0.216205 0.704929
0.0402667 0.995578 -0.685693 0.25 -0.216887 0.707228
0.0404 0.995549 -0.685599 0.25 -0.217569 0.709526
0.0405333 0.99552 -0.685505 0.25 -0.218251 0.711825
0.0406667 0.995491 -0.68541 0.25 -0.218933 0.714123
0.0408 0.995462 -0.685314 0.25 -0.219615 0.716421
0.0409333 0.995433 -0.685219 0.25 -0.220296 0.718719
0.0410667 0.995403 -0.685123 0.25 -0.220977 0.721017
0.0412 0.995374 -0.685027 0.25 -0.221657 0.723315
0.0413333 0.995344 -0.68493 0.25 -0.222338 0.725613
0.0414667 0.995315 -0.684834 0.25 -0.223018 0.727911
0.0416 0.995285 -0.684737 0.25 -0.223698 0.730208
0.0417333 0.995255 -0.684639 0.25 -0.224377 0.732506
0.0418667 0.995225 -0.684542 0.25 -0.225057 0.734803
0.042 0.995195 -0.684444 0.25 -0.225736 0.737101
0.0421333 0.995165 -0.684345 0.25 -0.226415 0.739398
0.0422667 0.995135 -0.684247 0.25 -0.227093 0.741695
0.0424 0.995105 -0.684148 0.25 -0.227772 0.743992
0.0425333 0.995074 -0.684049 0.25 -0.22845 0.746289
0.0426667 0.995044 -0.683949 0.25 -0.229127 0.748586
0.0428 0.995013 -0.683849 0.25 -0.229805 0.750883
0.0429333 0.994983 -0.683749 0.25 -0.230482 0.75318
0.0430667 0.994952 -0.683649 0.25 -0.231159 0.755477
0.0432 0.994921 -0.683548 0.25 -0.231836 0.757773
0.0433333 0.99489 -0.683447 0.25 -0.232512 0.76007
0.0434667 0.994859 -0.683346 0.25 -0.233189 0.762367
0.0436 0.994828 -0.683244 0.25 -0.233865 0.764663
0.0437333 0.994797 -0.683142 0.25 -0.23454 0.766959
0.0438667 0.994766 -0.68304 0.25 -0.235216 0.769256
0.044 0.994734 -0.682937 0.25 -0.235891 0.771552
0.0441333 0.994703 -0.682834 0.25 -0.236566 0.773848
0.0442667 0.994671 -0.682731 0.25 -0.23724 0.776145
0.0444 0.99464 -0.682628 0.25 -0.237915 0.778441
0.0445333 0.994608 -0.682524 0.25 -0.238589 0.780737
0.0446667 0.994576 -0.68242 0.25 -0.239262 0.783033
0.0448 0.994544 -0.682315 0.25 -0.239936 0.785329
0.0449333 0.994512 -0.682211 0.25 -0.240609 0.787625
0.0450667 0.99448 -0.682106 0.25 -0.241282 0.789921
0.0452 0.994448 -0.682 0.25 -0.241955 0.792217
0.0453333 0.994416 -0.681895 0.25 -0.242627 0.794512
0.0454667 0.994383 -0.681789 0.25 -0.2433 0.796808
0.0456 0.994351 -0.681683 0.25 -0.243972 0.799104
0.0457333 0.994318 -0.681576 0.25 -0.244643 0.8014
0.0458667 0.994286 -0.681469 0.25 -0.245315 0.803695
0.046 0.994253 -0.681362 0.25 -0.245986 0.805991
0.0461333 0.99422 -0.681255 0.25 -0.246657 0.808287
0.0462667 0.994187 -0.681147 0.25 -0.247327 0.810582
0.0464 0.994154 -0.681039 0.25 -0.247997 0.812878
0.0465333 0.994121 -0.68093 0.25 -0.248668 0.815174
0.0466667 0.994088 -0.680822 0.25 -0.249337 0.817469
0.0468 0.994055 -0.680713 0.25 -0.250007 0.819765
0.0469333 0.994022 -0.680603 0.25 -0.250676 0.82206
0.0470667 0.993988 -0.680494 0.25 -0.251345 0.824356
0.0472 0.993955 -0.680384 0.25 -0.252014 0.826651
0.0473333 0.993921 -0.680274 0.25 -0.252682 0.828947
0.0474667 0.993887 -0.680163 0.25 -0.25335 0.831242
0.0476 0.993854 -0.680052 0.25 -0.254018 0.833538
0.0477333 0.99382 -0.679941 0.25 -0.254686 0.835833
0.0478667 0.993786 -0.67983 0.25 -0.255353 0.838129
0.048 0.993752 -0.679718 0.25 -0.25602 0.840424
0.0481333 0.993718 -0.679606 0.25 -0.256687 0.842719
0.0482667 0.993683 -0.679494 0.25 -0.257353 0.845015
0.0484 0.993649 -0.679381 0.25 -0.258019 0.84731
0.0485333 0.993615 -0.679268 0.25 -0.258685 0.849606
0.0486667 0.99358 -0.679155 0.25 -0.259351 0.851901
0.0488 0.993546 -0.679041 0.25 -0.260016 0.854197
0.0489333 0.993511 -0.678927 0.25 -0.260681 0.856492
0.0490667 0.993476 -0.678813 0.25 -0.261346 0.858788
0.0492 0.993441 -0.678698 0.25 -0.262011 0.861083
0.0493333 0.993406 -0.678584 0.25 -0.262675 0.863379
0.0494667 0.993371 -0.678468 0.25 -0.263339 0.865674
0.0496 0.993336 -0.678353 0.25 -0.264003 0.86797
0.0497333 0.993301 -0.678237 0.25 -0.264666 0.870266
0.0498667 0.993266 -0.678121 0.25 -0.265329 0.872561
0.05 0.99323 -0.678005 0.25 -0.265992 0.874857
0.0501333 0.993195 -0.677888 0.25 -0.266655 0.877153
0.0502667 0.993159 -0.677771 0.25 -0.267317 0.879448
0.0504 0.993124 -0.677654 0.25 -0.267979 0.881744
0.0505333 0.993088 -0.677537 0.25 -0.268641 0.88404
0.0506667 0.993052 -0.677419 0.25 -0.269303 0.886336
0.0508 0.993016 -0.6773 0.25 -0.269964 0.888632
0.0509333 0.99298 -0.677182 0.25 -0.270625 0.890928
0.0510667 0.992944 -0.677063 0.25 -0.271285 0.893223
0.0512 0.992908 -0.676944 0.25 -0.271946 0.895519
0.0513333 0.992872 -0.676825 0.25 -0.272606 0.897816
0.0514667 0.992835 -0.676705 0.25 -0.273266 0.900112
0.0516 0.992799 -0.676585 0.25 -0.273925 0.902408
0.0517333 0.992762 -0.676465 0.25 -0.274584 0.904704
0.0518667 0.992726 -0.676344 0.25 -0.275243 0.907
0.052 0.992689 -0.676223 0.25 -0.275902 0.909297
0.0521333 0.992652 -0.676102 0.25 -0.27656 0.911593
0.0522667 0.992615 -0.67598 0.25 -0.277218 0.913889
0.0524 0.992578 -0.675858 0.25 -0.277876 0.916186
0.0525333 0.992541 -0.675736 0.25 -0.278534 0.918482
0.0526667 0.992504 -0.675614 0.25 -0.279191 0.920779
0.0528 0.992467 -0.675491 0.25 -0.279848 0.923076
0.0529333 0.99243 -0.675368 0.25 -0.280505 0.925372
0.0530667 0.992392 -0.675245 0.25 -0.281161 0.927669
0.0532 0.992355 -0.675121 0.25 -0.281817 0.929966
0.0533333 0.992317 -0.674997 0.25 -0.282473 0.932263
0.0534667 0.99228 -0.674873 0.25 -0.283128 0.93456
0.0536 0.992242 -0.674748 0.25 -0.283784 0.936857
0.0537333 0.992204 -0.674623 0.25 -0.284439 0.939154
0.0538667 0.992166 -0.674498 0.25 -0.285093 0.941452
0.054 0.992128 -0.674372 0.25 -0.285748 0.943749
0.0541333 0.99209 -0.674247 0.25 -0.286402 0.946047
0.0542667 0.992052 -0.67412 0.25 -0.287056 0.948344
0.0544 0.992014 -0.673994 0.25 -0.287709 0.950642
0.0545333 0.991975 -0.673867 0.25 -0.288362 0.95294
0.0546667 0.991937 -0.67374 0.25 -0.289015 0.955237
0.0548 0.991898 -0.673613 0.25 -0.289668 0.957535
0.0549333 0.99186 -0.673485 0.25 -0.29032 0.959833
0.0550667 0.991821 -0.673357 0.25 -0.290972 0.962132
0.0552 0.991782 -0.673229 0.25 -0.291624 0.96443
0.0553333 0.991743 -0.6731 0.25 -0.292275 0.966728
0.0554667 0.991704 -0.672971 0.25 -0.292927 0.969027
0.0556 0.991665 -0.672842 0.25 -0.293578 0.971325
0.0557333 0.991626 -0.672713 0.25 -0.294228 0.973624
0.0558667 0.991587 -0.672583 0.25 -0.294878 0.975923
0.056 0.991547 -0.672453 0.25 -0.295528 0.978221
0.0561333 0.991508 -0.672322 0.25 -0.296178 0.98052
0.0562667 0.991469 -0.672192 0.25 -0.296828 0.98282
0.0564 0.991429 -0.67206 0.25 -0.297477 0.985119
0.0565333 0.991389 -0.671929 0.25 -0.298126 0.987418
0.0566667 0.99135 -0.671797 0.25 -0.298774 0.989718
0.0568 0.99131 -0.671666 0.25 -0.299422 0.992017
0.0569333 0.99127 -0.671533 0.25 -0.30007 0.994317
0.0570667 0.99123 -0.671401 0.25 -0.300718 0.996617
0.0572 0.99119 -0.671268 0.25 -0.301365 0.998917
0.0573333 0.99115 -0.671135 0.25 -0.302012 1.00122
0.0574667 0.991109 -0.671001 0.25 -0.302659 1.00352
0.0576 0.991069 -0.670867 0.25 -0.303305 1.00582
0.0577333 0.991028 -0.670733 0.25 -0.303952 1.00812
0.0578667 0.990988 -0.670599 0.25 -0.304597 1.01042
0.058 0.990947 -0.670464 0.25 -0.305243 1.01272
0.0581333 0.990907 -0.670329 0.25 -0.305888 1.01502
0.0582667 0.990866 -0.670194 0.25 -0.306533 1.01732
